DIGITAL_ID,AIR_QUALITY_INDEX,PM2_5,PM10,CO2_LEVEL_PPM,UV_INDEX,TEMPERATURE_C,HUMIDITY_PERCENT,NOISE_LEVEL_DB,POLLEN_COUNT,WEATHER,GREEN_SPACE_ACCESS,COMMUTE_TIME_MINUTES,POLLUTION_EXPOSURE_SCORE,ENVIRONMENTAL_RISK
100050,74,6.3,200.2,376,3.1,28.8,64,70.0,47,Sunny,Good,117,68.9,Moderate
100051,83,56.8,129.0,1060,2.3,9.1,93,61.0,5,Snowy,Excellent,9,65.7,Moderate
100052,150,139.3,84.4,721,4.0,-4.2,48,69.0,42,Foggy,Moderate,35,45.2,High
100053,248,38.2,90.0,1175,7.2,0.8,89,40.0,144,Sunny,Good,13,42.3,High
100054,70,97.0,96.5,446,9.5,7.5,22,91.0,126,Sunny,Good,36,61.8,Moderate
100055,154,,162.8,878,1.5,35.8,76,75.0,334,Cloudy,Excellent,45,52.2,Moderate
100056,40,51.6,104.8,1034,9.0,18.3,85,77.0,245,Cloudy,Poor,9,73.7,Moderate
100057,92,128.0,189.9,962,8.9,40.9,41,72.0,419,Foggy,Moderate,55,51.4,Moderate
100058,186,110.7,208.3,535,6.5,34.5,46,80.0,407,Windy,Moderate,58,34.8,High
100059,37,18.8,80.5,1045,8.4,9.4,41,90.0,120,Rainy,Moderate,95,78.1,Low
100060,151,67.2,127.7,564,2.0,37.3,93,71.0,231,Sunny,Moderate,32,51.3,Moderate
100061,108,9.2,30.0,600,1.9,0.8,68,55.0,375,Snowy,Excellent,47,72.5,Moderate
100062,79,74.7,52.1,565,9.5,-3.2,43,40.0,188,Sunny,Poor,16,70.2,Moderate
100063,33,101.1,96.8,378,5.5,25.4,46,54.0,284,Foggy,Good,73,71.7,Moderate
100064,28,22.2,53.3,451,2.7,12.1,55,69.0,241,Sunny,Moderate,76,82.7,Low
100065,109,46.9,194.1,472,7.6,11.5,36,54.0,77,Cloudy,Moderate,21,59.6,Moderate
100066,72,62.7,43.2,403,9.8,29.4,75,81.0,57,Sunny,Moderate,12,69.3,Moderate
100067,149,138.3,105.7,632,7.0,37.5,29,32.0,449,Cloudy,Poor,102,48.1,High
100068,103,149.0,137.2,963,3.8,11.1,73,68.0,495,Rainy,Good,91,49.9,High
100069,111,11.5,,466,5.3,11.3,93,64.0,469,Rainy,Moderate,22,64.5,Moderate
100070,130,115.3,90.4,965,8.3,21.7,93,69.0,494,Snowy,Moderate,119,51.3,Moderate
100071,207,58.9,192.5,906,0.7,27.7,57,51.0,180,Rainy,Excellent,14,40.9,High
100072,218,61.9,129.3,463,2.4,5.1,23,91.0,69,Sunny,Good,43,37.8,High
100073,191,114.4,102.3,892,5.1,40.6,69,48.0,264,Windy,Moderate,45,42.0,High
100074,27,138.2,,1025,6.6,27.7,80,43.0,203,Windy,Good,112,73.1,Moderate
100075,194,142.9,107.6,1050,3.7,26.3,40,79.0,169,Sunny,Good,48,34.7,High
100076,54,88.7,182.4,642,3.3,40.2,55,91.0,294,Windy,Good,73,61.4,Moderate
100077,225,56.8,139.1,544,0.5,40.4,65,72.0,452,Foggy,Moderate,47,38.5,High
100078,100,119.2,184.8,641,0.4,1.8,90,84.0,377,Rainy,Poor,85,50.1,Moderate
100079,183,41.4,113.7,610,3.1,2.3,63,69.0,246,Sunny,Excellent,51,49.5,High
100080,69,86.8,34.9,556,5.8,33.1,83,41.0,423,Rainy,Good,79,71.3,Moderate
100081,123,57.0,12.9,913,6.1,42.8,37,94.0,58,Sunny,Good,115,61.0,Moderate
100082,151,100.2,73.7,398,5.4,28.3,32,63.0,299,Rainy,Good,52,50.8,Moderate
100083,21,39.9,156.6,355,4.5,15.6,32,52.0,320,Cloudy,Poor,23,78.4,Low
100084,153,32.8,176.0,728,2.8,29.2,44,36.0,457,Foggy,Excellent,25,56.1,Moderate
100085,73,138.1,72.1,743,4.4,6.4,24,94.0,10,Rainy,Excellent,112,57.3,Moderate
100086,125,19.8,114.1,573,1.5,44.9,58,47.0,346,Sunny,Moderate,7,64.7,Moderate
100087,23,78.4,98.4,372,1.3,16.6,48,37.0,470,Rainy,Good,108,77.8,Low
100088,73,37.0,96.2,1006,3.3,41.6,76,71.0,339,Sunny,Moderate,60,70.5,Moderate
100089,240,10.6,58.6,459,10.9,16.5,65,30.0,4,Sunny,Moderate,47,49.6,High
100090,210,10.2,38.6,1073,3.6,41.4,52,44.0,204,Cloudy,Good,5,54.6,Moderate
100091,165,30.4,51.3,1161,10.3,11.8,29,57.0,369,Sunny,Excellent,92,58.4,Moderate
100092,237,130.7,21.6,902,4.3,33.0,77,65.0,457,Foggy,Excellent,40,34.1,High
100093,63,46.0,51.6,748,4.8,42.6,44,75.0,244,Cloudy,Good,10,73.1,Moderate
100094,181,142.8,11.9,521,8.8,27.3,93,50.0,248,Snowy,Good,78,44.7,High
100095,221,89.3,141.7,1047,1.0,28.9,58,78.0,432,Sunny,Poor,115,34.6,High
100096,209,68.3,76.4,1075,2.0,0.1,35,68.0,434,Rainy,Moderate,108,43.6,High
100097,247,89.1,214.4,655,10.7,18.7,79,67.0,419,Cloudy,Excellent,50,27.4,High
100098,33,,50.7,913,5.6,39.3,47,38.0,104,Cloudy,Poor,102,78.1,Low
100099,114,115.0,82.6,931,0.5,7.0,95,49.0,241,Foggy,Excellent,92,56.6,Moderate
100100,67,46.0,85.1,1057,0.5,34.4,63,37.0,271,Cloudy,Moderate,27,74.5,Moderate
100101,34,56.2,11.8,500,10.0,28.8,77,43.0,6,Rainy,Excellent,24,82.2,Low
100102,219,134.6,186.2,777,9.6,6.1,51,,223,Sunny,Excellent,57,26.0,High
100103,225,142.2,16.7,970,5.0,9.1,82,64.0,216,Sunny,Moderate,42,35.2,High
100104,234,134.4,207.4,816,1.8,16.4,64,84.0,43,Windy,Good,39,23.0,High
100105,209,65.8,197.3,979,9.1,1.3,72,74.0,25,Snowy,Moderate,38,37.2,High
100106,59,118.2,122.5,956,3.6,40.7,80,,291,Cloudy,Good,114,64.1,Moderate
100107,232,74.1,124.2,1117,4.6,32.0,69,82.0,180,Foggy,Excellent,54,34.9,High
100108,227,77.1,147.3,905,7.5,13.2,46,83.0,91,Cloudy,Moderate,51,34.2,High
100109,101,34.7,91.3,416,3.9,10.0,45,72.0,427,Cloudy,Moderate,40,65.9,Moderate
100110,130,90.7,145.9,505,6.9,29.5,22,35.0,267,Cloudy,Excellent,20,54.9,Moderate
100111,72,32.0,19.4,1184,9.7,16.2,58,84.0,345,Rainy,Good,91,73.8,Moderate
100112,43,53.1,21.4,555,8.8,6.5,84,73.0,67,Sunny,Moderate,112,77.5,Low
100113,173,129.0,106.0,1135,4.2,16.5,54,97.0,363,Cloudy,Moderate,53,38.4,High
100114,236,35.0,125.4,504,3.2,38.6,72,33.0,150,Foggy,Moderate,69,43.8,High
100115,207,15.3,196.4,1040,3.1,-1.6,65,92.0,103,Sunny,Moderate,67,41.9,High
100116,143,15.0,32.0,858,3.8,13.4,87,87.0,87,Sunny,Poor,56,62.2,Moderate
100117,60,141.4,182.8,921,,43.1,41,83.0,94,Sunny,Good,77,54.8,Moderate
100118,176,78.5,54.1,423,4.6,-4.3,79,67.0,381,Sunny,Moderate,80,49.5,High
100119,34,64.4,92.8,398,1.5,39.5,25,89.0,285,Cloudy,Moderate,64,72.6,Moderate
100120,64,122.6,76.5,1132,1.8,13.7,71,81.0,318,Sunny,Moderate,105,61.8,Moderate
100121,84,126.2,94.0,816,3.8,4.5,92,58.0,2,Cloudy,Good,21,59.2,Moderate
100122,108,53.2,41.6,934,6.2,-4.3,94,69.0,207,Rainy,Moderate,71,65.2,Moderate
100123,90,105.6,115.7,1057,6.5,-1.5,92,37.0,417,Snowy,Moderate,42,61.6,Moderate
100124,28,116.8,178.3,528,5.3,3.6,48,64.0,101,Foggy,Moderate,33,65.6,Moderate
100125,107,99.9,102.7,397,8.1,-3.7,62,45.0,347,Rainy,Good,35,59.1,Moderate
100126,148,27.0,113.0,421,8.1,11.8,93,47.0,176,Sunny,Good,103,59.8,Moderate
100127,155,132.0,188.2,462,4.7,-2.8,53,88.0,427,Sunny,Poor,63,38.0,High
100128,235,,158.3,1106,1.4,29.6,50,63.0,424,Snowy,Poor,58,33.5,High
100129,82,46.0,113.0,1170,5.8,35.9,65,33.0,303,Rainy,Moderate,106,70.8,Moderate
100130,158,66.7,64.1,508,4.2,39.4,23,98.0,198,Sunny,Moderate,57,50.6,Moderate
100131,100,10.4,195.8,1135,1.5,22.5,21,94.0,7,Sunny,Excellent,30,61.6,Moderate
100132,155,23.5,131.2,1129,10.8,42.3,24,90.0,390,Snowy,Good,17,53.7,Moderate
100133,182,116.0,56.4,1165,4.1,-4.7,65,75.0,244,Cloudy,Excellent,61,43.0,High
100134,182,5.0,66.5,379,6.9,1.7,98,50.0,292,Rainy,Moderate,23,58.3,Moderate
100135,52,65.4,178.7,446,5.4,9.7,38,67.0,438,Sunny,Good,100,67.2,Moderate
100136,142,80.8,19.3,600,1.6,34.5,57,89.0,326,Rainy,Moderate,115,54.9,Moderate
100137,24,12.9,218.3,868,0.6,39.3,78,65.0,177,Snowy,Moderate,31,76.7,Low
100138,60,146.1,37.4,441,6.9,25.9,98,35.0,81,Windy,Poor,107,66.3,Moderate
100139,47,37.8,177.2,462,2.7,14.2,91,68.0,111,Rainy,Moderate,17,71.3,Moderate
100140,154,49.1,92.9,608,2.7,28.3,39,58.0,358,Rainy,Moderate,56,55.9,Moderate
100141,220,49.1,113.4,456,10.5,4.0,95,56.0,20,Rainy,Moderate,102,43.2,High
100142,91,38.4,194.9,924,5.1,17.9,87,98.0,33,Cloudy,Good,68,59.5,Moderate
100143,31,5.2,96.7,739,0.3,20.4,72,38.0,254,Sunny,Excellent,62,85.2,Low
100144,181,110.8,122.9,707,3.7,0.2,74,53.0,432,Windy,Excellent,23,42.7,High
100145,52,145.2,20.4,1132,6.4,-3.3,58,92.0,26,Cloudy,Excellent,87,63.0,Moderate
100146,67,37.5,10.5,548,3.6,32.5,55,48.0,7,Rainy,Poor,7,78.1,Low
100147,170,101.1,61.4,776,0.3,21.7,77,59.0,417,Foggy,Excellent,71,48.3,High
100148,81,112.6,152.9,827,4.9,11.6,34,87.0,17,Foggy,Moderate,30,55.6,Moderate
100149,235,128.0,35.5,1198,1.2,16.9,20,69.0,434,Rainy,Excellent,10,33.7,High
100150,56,66.3,33.9,852,6.8,42.9,28,97.0,499,Sunny,Poor,17,70.6,Moderate
100151,118,48.9,96.3,1007,6.8,14.2,42,61.0,232,Cloudy,Good,114,62.0,Moderate
100152,191,52.2,146.0,922,0.4,0.2,71,94.0,395,Foggy,Good,106,42.7,High
100153,123,108.3,159.5,469,3.2,18.2,45,63.0,469,Sunny,Good,31,50.6,Moderate
100154,233,123.4,47.5,922,4.6,27.4,79,60.0,306,Foggy,Moderate,109,34.9,High
100155,238,31.3,26.7,658,6.1,-4.4,37,88.0,190,Sunny,Good,92,43.3,High
100156,54,58.8,207.5,887,3.3,11.6,97,55.0,423,Cloudy,Moderate,14,67.3,Moderate
100157,212,,64.7,976,3.2,14.7,77,51.0,149,Cloudy,Moderate,20,37.2,High
100158,246,122.0,189.2,824,10.8,18.2,84,63.0,391,Sunny,Good,27,25.3,High
100159,120,147.8,191.3,901,0.5,10.1,96,42.0,489,Foggy,Excellent,51,46.9,High
100160,194,114.4,172.2,693,10.9,28.3,98,84.0,155,Rainy,Moderate,16,34.3,High
100161,225,62.0,45.5,977,0.5,42.2,88,37.0,433,Sunny,Good,32,46.1,High
100162,150,90.6,182.6,485,3.2,40.7,33,91.0,46,Cloudy,Poor,81,43.9,High
100163,20,100.8,171.5,626,5.4,28.2,97,51.0,311,Rainy,Excellent,22,70.6,Moderate
100164,24,16.4,135.3,1160,1.6,20.3,65,85.0,415,Sunny,Moderate,62,78.4,Low
100165,237,84.0,80.8,882,1.5,36.3,88,50.0,138,Windy,Moderate,6,38.2,High
100166,161,107.9,65.1,380,2.8,36.8,94,78.0,404,Sunny,Moderate,50,47.0,High
100167,122,29.3,35.6,596,10.7,36.5,51,35.0,409,Sunny,Good,21,69.2,Moderate
100168,46,118.2,117.0,760,4.2,2.9,70,64.0,141,Sunny,Poor,91,65.3,Moderate
100169,156,89.6,132.9,376,6.2,-3.7,88,56.0,334,Sunny,Moderate,68,48.9,High
100170,226,143.1,85.5,422,7.7,44.2,34,69.0,13,Sunny,Good,91,31.0,High
100171,34,11.2,109.8,446,8.2,43.0,72,43.0,459,Foggy,Moderate,69,82.7,Low
100172,109,43.5,86.3,1022,7.6,23.2,90,81.0,355,Sunny,Moderate,58,62.7,Moderate
100173,61,92.2,144.6,695,3.7,44.7,88,69.0,258,Sunny,Poor,47,63.8,Moderate
100174,143,48.0,199.3,825,1.2,33.5,34,72.0,235,Sunny,Poor,82,51.3,Moderate
100175,224,108.6,44.4,649,3.1,20.9,49,87.0,440,Rainy,Good,80,35.7,High
100176,198,115.1,90.1,648,,14.5,97,32.0,377,Rainy,Good,59,42.8,High
100177,82,19.9,39.6,636,1.5,24.6,43,44.0,6,Snowy,Poor,18,76.5,Low
100178,115,79.5,141.2,798,0.3,20.8,54,74.0,38,Sunny,Good,117,55.3,Moderate
100179,71,78.8,163.1,561,,44.7,88,40.0,184,Rainy,Poor,48,65.6,Moderate
100180,115,58.5,205.7,425,10.1,19.5,31,68.0,114,Rainy,Moderate,42,55.2,Moderate
100181,151,140.3,68.6,750,0.6,36.8,65,,109,Cloudy,Excellent,62,47.8,High
100182,241,125.0,209.5,1004,1.9,35.7,88,49.0,64,Cloudy,Good,109,26.2,High
100183,248,106.1,23.3,383,1.5,-1.4,55,85.0,230,Snowy,Good,112,33.0,High
100184,170,108.6,136.6,847,3.1,-0.6,67,33.0,280,Sunny,Moderate,53,46.2,High
100185,162,71.9,22.0,1197,2.2,28.0,86,38.0,30,Sunny,Good,20,57.3,Moderate
100186,190,138.5,197.7,865,10.4,8.0,73,54.0,85,Sunny,Good,102,33.9,High
100187,48,105.7,121.3,677,0.9,27.9,55,76.0,137,Cloudy,Poor,86,65.0,Moderate
100188,55,110.7,150.6,447,2.3,2.2,71,78.0,465,Sunny,Excellent,116,61.5,Moderate
100189,32,,184.6,715,0.9,14.9,41,56.0,76,Rainy,Moderate,78,63.8,Moderate
100190,179,44.7,,1078,10.8,0.1,57,57.0,455,Windy,Good,87,54.6,Moderate
100191,90,122.0,18.1,812,10.1,9.1,81,,136,Rainy,Excellent,34,59.2,Moderate
100192,206,33.3,194.6,377,7.9,-0.6,84,45.0,121,Cloudy,Excellent,72,44.7,High
100193,105,55.1,76.1,1062,4.7,43.5,22,75.0,462,Snowy,Good,75,63.2,Moderate
100194,47,53.7,37.1,735,2.1,14.8,27,75.0,263,Rainy,Excellent,84,75.7,Low
100195,85,146.9,108.4,622,2.4,40.1,58,69.0,96,Cloudy,Good,119,54.8,Moderate
100196,189,129.2,,1175,4.9,43.6,37,,482,Rainy,Moderate,41,37.4,High
100197,64,106.7,16.5,476,8.5,40.5,22,39.0,18,Rainy,Moderate,73,71.0,Moderate
100198,81,110.4,67.7,551,2.9,17.7,37,30.0,285,Sunny,Good,59,65.8,Moderate
100199,204,86.5,16.9,870,3.4,33.9,99,95.0,8,Cloudy,Good,43,42.6,High
100200,153,142.3,98.3,636,6.6,2.7,20,46.0,82,Sunny,Excellent,61,45.9,High
100201,47,77.0,198.0,799,2.6,-0.3,45,76.0,46,Foggy,Good,53,64.8,Moderate
100202,47,60.2,216.4,437,6.4,38.8,71,,429,Sunny,Good,101,68.2,Moderate
100203,127,28.6,143.8,667,4.3,-3.4,31,79.0,89,Sunny,Poor,67,58.6,Moderate
100204,63,119.0,43.9,368,0.4,43.6,57,58.0,0,Cloudy,Good,103,66.4,Moderate
100205,103,111.5,200.2,942,4.4,28.6,60,42.0,386,Windy,Good,116,53.9,Moderate
100206,49,60.7,118.4,456,10.1,16.0,72,93.0,161,Cloudy,Moderate,38,68.7,Moderate
100207,209,8.7,42.3,807,3.2,2.1,32,57.0,152,Snowy,Moderate,61,53.5,Moderate
100208,94,126.7,203.6,660,3.6,31.2,95,34.0,413,Rainy,Poor,101,54.3,Moderate
100209,147,6.7,169.1,761,0.7,23.2,32,38.0,0,Rainy,Excellent,66,60.5,Moderate
100210,111,107.0,163.7,1091,6.8,30.6,37,43.0,378,Windy,Excellent,43,54.7,Moderate
100211,236,145.7,158.9,973,9.3,15.9,38,,145,Sunny,Good,78,28.2,High
100212,209,68.5,52.1,1081,3.9,-1.7,38,62.0,160,Foggy,Excellent,71,45.4,High
100213,244,39.1,54.3,984,2.6,10.7,89,69.0,392,Windy,Good,66,41.8,High
100214,148,107.2,154.5,847,10.5,10.8,67,35.0,134,Foggy,Poor,118,49.3,High
100215,140,123.5,56.1,593,8.2,-4.6,90,46.0,285,Snowy,Moderate,33,52.6,Moderate
100216,46,84.2,102.1,1039,6.2,-4.5,90,65.0,76,Windy,Excellent,103,70.0,Moderate
100217,209,145.2,174.2,926,3.4,11.5,47,99.0,80,Sunny,Excellent,35,26.3,High
100218,140,12.5,174.6,729,2.4,31.4,38,90.0,268,Sunny,Poor,64,55.6,Moderate
100219,135,78.2,105.2,864,7.9,26.2,99,78.0,268,Sunny,Good,43,53.3,Moderate
100220,224,109.2,176.4,556,5.7,7.0,67,98.0,41,Sunny,Poor,83,28.0,High
100221,22,130.1,186.1,743,5.7,25.1,48,53.0,123,Rainy,Moderate,5,65.8,Moderate
100222,122,31.0,147.5,370,0.8,27.4,67,80.0,229,Sunny,Poor,60,58.9,Moderate
100223,217,121.0,58.0,1154,5.6,21.1,38,71.0,356,Sunny,Poor,87,36.4,High
100224,219,85.1,67.5,876,9.1,21.1,66,48.0,201,Snowy,Good,105,42.2,High
100225,174,62.5,76.1,692,10.4,13.5,79,91.0,333,Foggy,Moderate,62,48.3,High
100226,156,24.1,34.5,1067,1.2,1.2,67,96.0,446,Snowy,Good,95,57.7,Moderate
100227,81,130.5,67.4,551,6.9,14.3,39,59.0,106,Windy,Good,25,60.5,Moderate
100228,184,27.8,54.0,469,6.3,12.3,38,67.0,452,Rainy,Good,58,54.1,Moderate
100229,244,49.9,105.6,998,9.8,24.6,61,35.0,291,Windy,Good,75,41.3,High
100230,70,47.1,200.8,1161,8.3,37.8,96,51.0,290,Cloudy,Excellent,47,66.6,Moderate
100231,191,131.4,31.9,1156,10.6,13.8,95,40.0,173,Foggy,Excellent,101,44.3,High
100232,171,102.5,161.3,738,10.6,30.5,68,58.0,428,Sunny,Good,58,43.1,High
100233,226,120.5,154.3,886,2.5,35.6,34,37.0,311,Windy,Poor,6,33.4,High
100234,78,41.3,30.1,1173,8.0,5.6,79,64.0,86,Rainy,Moderate,18,73.1,Moderate
100235,137,95.6,203.7,583,5.8,40.1,87,74.0,4,Rainy,Good,110,46.3,High
100236,179,87.9,129.4,982,2.4,-1.5,98,62.0,171,Rainy,Good,7,44.6,High
100237,115,125.8,86.4,951,2.1,40.1,46,34.0,120,Windy,Excellent,18,56.5,Moderate
100238,235,136.4,168.9,669,0.9,3.2,94,91.0,155,Windy,Moderate,9,23.8,High
100239,199,6.8,64.0,1061,8.8,11.9,74,66.0,86,Sunny,Moderate,85,53.6,Moderate
100240,132,102.7,155.6,529,3.6,25.3,34,46.0,425,Sunny,Good,43,51.5,Moderate
100241,81,12.5,,717,9.4,40.3,71,51.0,97,Sunny,Moderate,5,77.9,Low
100242,205,84.6,186.3,425,6.7,7.8,50,61.0,414,Sunny,Moderate,47,37.5,High
100243,71,46.7,104.1,998,7.4,33.2,26,43.0,134,Sunny,Excellent,96,72.1,Moderate
100244,31,49.5,143.7,999,3.2,30.5,32,49.0,6,Rainy,Good,106,76.4,Low
100245,58,56.2,56.5,845,5.0,3.0,73,51.0,259,Cloudy,Moderate,116,74.9,Moderate
100246,149,95.1,152.2,871,4.5,19.0,32,59.0,363,Snowy,Moderate,63,48.3,High
100247,150,53.4,172.2,550,2.6,19.1,39,83.0,383,Cloudy,Excellent,82,49.7,High
100248,132,111.2,109.4,1179,9.2,10.2,29,62.0,31,Cloudy,Good,85,51.2,Moderate
100249,120,63.7,139.7,695,6.8,34.0,71,34.0,27,Sunny,Moderate,19,60.4,Moderate
100250,132,14.9,105.8,832,0.4,41.3,56,47.0,439,Snowy,Good,50,64.5,Moderate
100251,203,118.6,197.8,568,9.0,30.8,71,92.0,259,Snowy,Moderate,11,30.1,High
100252,100,46.4,114.6,409,,43.6,46,75.0,486,Sunny,Excellent,46,63.2,Moderate
100253,206,67.8,186.8,1008,4.4,-2.5,53,36.0,243,Sunny,Excellent,119,41.8,High
100254,132,104.4,178.3,968,6.3,-3.1,81,58.0,364,Sunny,Good,11,49.0,High
100255,21,,96.2,899,0.1,39.7,35,,263,Windy,Poor,51,76.4,Low
100256,149,13.2,58.3,995,7.2,39.9,78,76.0,141,Rainy,Moderate,92,61.1,Moderate
100257,239,59.2,95.3,570,7.3,0.4,40,38.0,29,Rainy,Poor,94,41.3,High
100258,73,141.9,183.5,1164,7.2,12.9,35,88.0,386,Sunny,Good,82,51.9,Moderate
100259,106,98.1,57.8,851,1.8,36.8,98,72.0,129,Sunny,Moderate,115,59.1,Moderate
100260,248,,120.1,482,2.8,1.4,32,88.0,265,Sunny,Poor,23,28.3,High
100261,243,96.7,179.3,1195,2.7,8.4,52,35.0,69,Sunny,Good,57,32.2,High
100262,244,,84.2,402,10.6,29.0,73,82.0,118,Sunny,Poor,94,39.6,High
100263,148,65.7,144.9,799,0.7,44.1,88,93.0,326,Sunny,Poor,20,48.9,High
100264,166,113.9,61.6,411,4.7,34.9,46,33.0,399,Cloudy,Poor,102,50.1,Moderate
100265,145,19.7,32.9,372,9.6,33.9,71,30.0,69,Cloudy,Poor,66,66.9,Moderate
100266,149,45.3,176.8,393,8.5,12.1,84,99.0,207,Cloudy,Moderate,70,49.0,High
100267,72,45.1,30.8,1169,9.0,28.1,63,60.0,90,Rainy,Poor,69,74.1,Moderate
100268,191,67.6,67.0,907,10.7,0.7,49,94.0,119,Rainy,Good,116,44.8,High
100269,237,147.2,189.6,1008,4.3,44.6,42,98.0,459,Rainy,Moderate,55,20.4,High
100270,179,,82.8,1077,3.4,19.0,98,48.0,469,Sunny,Good,40,57.1,Moderate
100271,217,80.2,214.3,396,0.3,26.9,35,98.0,206,Windy,Moderate,39,30.8,High
100272,179,31.0,215.7,1169,1.7,38.8,74,98.0,405,Foggy,Moderate,111,43.5,High
100273,87,145.7,66.3,373,6.2,-5.0,37,78.0,255,Sunny,Moderate,28,55.7,Moderate
100274,202,21.4,18.6,1006,1.7,43.8,36,60.0,34,Sunny,Moderate,117,54.1,Moderate
100275,222,63.5,158.1,438,8.1,13.0,94,89.0,123,Windy,Good,73,35.6,High
100276,203,112.0,,523,0.4,12.0,71,84.0,111,Foggy,Good,33,36.4,High
100277,142,107.2,31.2,925,2.9,2.3,64,67.0,497,Sunny,Excellent,109,53.3,Moderate
100278,164,66.3,158.6,468,7.6,37.9,75,62.0,206,Sunny,Excellent,5,48.4,High
100279,57,55.2,16.5,1084,2.8,38.5,73,,470,Windy,Moderate,61,78.8,Low
100280,43,62.7,192.7,1017,8.0,-4.0,28,42.0,101,Sunny,Moderate,13,70.9,Moderate
100281,88,43.3,39.1,527,11.0,-2.2,36,49.0,432,Foggy,Excellent,104,72.1,Moderate
100282,135,34.8,36.7,1181,8.8,40.9,46,66.0,385,Sunny,Good,84,63.1,Moderate
100283,117,75.0,46.9,691,3.8,1.1,56,74.0,193,Windy,Good,19,60.2,Moderate
100284,217,43.9,211.7,917,9.9,26.0,41,88.0,240,Sunny,Moderate,78,36.3,High
100285,233,46.7,155.6,408,0.6,26.0,91,81.0,146,Sunny,Moderate,105,36.6,High
100286,158,100.2,178.3,787,8.0,38.5,86,47.0,452,Foggy,Excellent,20,45.9,High
100287,163,145.4,93.5,777,0.3,23.6,57,54.0,131,Sunny,Moderate,106,43.1,High
100288,116,92.5,80.6,775,1.9,16.7,91,30.0,219,Sunny,Good,52,61.0,Moderate
100289,220,16.2,59.2,730,10.9,43.7,63,70.0,337,Windy,Moderate,40,48.5,High
100290,143,16.0,110.9,835,4.0,6.4,55,47.0,103,Sunny,Excellent,57,62.1,Moderate
100291,206,143.0,125.9,1081,9.0,8.1,44,30.0,40,Sunny,Poor,83,36.5,High
100292,89,48.1,142.7,534,4.1,-0.8,61,68.0,55,Sunny,Excellent,7,64.3,Moderate
100293,227,18.3,64.0,908,9.2,43.8,32,60.0,310,Rainy,Moderate,23,47.7,High
100294,112,91.9,209.2,809,10.6,30.3,75,67.0,249,Rainy,Good,45,51.7,Moderate
100295,22,95.4,45.6,451,4.8,-4.4,98,37.0,241,Windy,Excellent,41,78.6,Low
100296,167,,212.8,905,6.2,30.2,70,63.0,414,Cloudy,Excellent,116,41.1,High
100297,206,43.8,13.1,364,6.9,15.2,69,56.0,126,Cloudy,Good,63,51.4,Moderate
100298,183,7.2,111.0,1097,10.3,43.4,96,70.0,149,Cloudy,Moderate,71,53.6,Moderate
100299,166,144.9,80.0,400,2.8,8.9,71,36.0,330,Windy,Excellent,12,45.1,High
100300,109,41.4,104.3,658,6.7,30.5,52,61.0,431,Rainy,Moderate,92,64.1,Moderate
100301,214,103.0,129.8,383,3.6,26.4,44,45.0,335,Foggy,Moderate,18,38.1,High
100302,166,107.5,101.5,985,,-4.4,77,31.0,383,Foggy,Good,65,49.0,High
100303,167,93.5,97.1,938,0.9,39.3,59,72.0,387,Sunny,Excellent,39,46.7,High
100304,115,50.4,163.9,984,6.8,2.0,57,60.0,148,Cloudy,Poor,20,59.1,Moderate
100305,218,44.3,154.0,554,9.7,28.2,22,76.0,168,Rainy,Good,75,40.1,High
100306,71,91.7,185.0,1089,3.9,33.8,35,62.0,44,Sunny,Excellent,109,60.8,Moderate
100307,180,130.6,62.5,419,6.1,26.5,21,46.0,472,Sunny,Moderate,39,44.2,High
100308,187,142.3,138.0,579,7.1,-0.1,42,83.0,83,Windy,Good,12,34.1,High
100309,147,20.4,132.9,829,4.6,43.8,49,83.0,7,Cloudy,Good,64,56.1,Moderate
100310,58,27.5,87.6,882,,6.8,29,80.0,106,Rainy,Excellent,16,73.9,Moderate
100311,101,142.0,112.1,457,4.0,26.4,84,81.0,372,Cloudy,Poor,53,51.1,Moderate
100312,123,111.8,75.9,590,,34.9,41,36.0,264,Snowy,Good,114,57.0,Moderate
100313,148,133.0,39.8,600,1.6,42.0,71,83.0,145,Sunny,Poor,84,47.1,High
100314,30,,54.9,484,9.8,25.2,75,40.0,30,Rainy,Good,119,83.7,Low
100315,239,90.2,32.2,439,10.9,8.0,52,91.0,243,Cloudy,Good,72,35.4,High
100316,204,106.7,,940,3.2,36.8,99,59.0,34,Windy,Poor,39,36.9,High
100317,236,,148.8,789,1.6,3.2,49,86.0,246,Cloudy,Good,49,29.0,High
100318,197,64.2,209.6,1038,5.3,-3.9,43,75.0,413,Foggy,Good,45,38.9,High
100319,170,7.2,163.2,647,7.8,40.4,24,99.0,17,Cloudy,Excellent,113,50.5,Moderate
100320,178,89.5,20.9,756,6.7,23.8,72,,466,Foggy,Poor,65,46.7,High
100321,241,41.7,195.7,657,10.5,-1.5,74,84.0,424,Windy,Excellent,100,33.4,High
100322,61,70.3,191.2,451,9.0,24.0,42,87.0,23,Rainy,Moderate,80,62.3,Moderate
100323,118,143.8,103.1,710,9.6,2.3,95,39.0,497,Cloudy,Good,89,52.4,Moderate
100324,26,62.9,133.0,1196,6.0,-3.4,29,33.0,341,Cloudy,Excellent,19,77.8,Low
100325,163,126.8,215.0,973,3.6,0.8,52,91.0,303,Snowy,Excellent,103,35.6,High
100326,109,32.3,121.8,1042,7.7,33.8,99,72.0,397,Rainy,Poor,71,63.2,Moderate
