DIGITAL_ID,INDOOR_TEMPERATURE_C,INDOOR_HUMIDITY_PERCENT,INDOOR_AQI,INDOOR_CO2_PPM,BEDROOM_NOISE_DB,BEDROOM_LIGHT_LUX,SMART_LIGHTING_HOURS,HVAC_USAGE_HOURS,WATER_CONSUMPTION_LITERS,ENERGY_CONSUMPTION_KWH,SMARTWATCH_CONNECTED,SMART_SCALE_WEIGHT_KG,AIR_PURIFIER,SLEEP_ENVIRONMENT_SCORE,SMART_HOME_STATUS
100694,24.8,48,65,1104.0,39.0,47,2.9,1.4,71.1,,Yes,71.6,Yes,80.6,Good
100695,24.8,60,26,646.0,36.0,22,2.7,13.8,269.1,15.9,Yes,78.7,No,91.2,Excellent
100696,22.1,55,26,1211.0,46.0,11,3.5,5.6,255.8,7.6,Yes,79.5,No,92.4,Excellent
100697,24.0,70,87,1446.0,52.0,112,7.4,14.5,242.0,18.1,No,65.9,Yes,53.5,Fair
100698,19.2,65,65,1352.0,40.0,111,4.5,9.2,130.4,13.4,Yes,64.9,No,60.1,Fair
100699,25.8,52,89,1214.0,36.0,40,5.4,4.9,334.0,25.8,Yes,75.7,No,82.6,Good
100700,22.4,42,59,543.0,41.0,28,9.8,17.1,146.5,13.6,Yes,52.7,Yes,91.9,Excellent
100701,21.4,54,67,1129.0,,69,6.3,13.8,95.7,14.4,Yes,58.2,No,73.6,Good
100702,26.1,31,27,1262.0,22.0,50,8.7,17.7,346.2,18.6,No,52.5,No,86.7,Excellent
100703,20.9,31,144,864.0,46.0,22,6.9,6.6,273.9,5.4,No,55.9,No,87.0,Excellent
100704,18.8,45,85,774.0,,30,4.0,11.7,174.4,6.4,Yes,63.9,No,83.0,Good
100705,18.3,38,19,1076.0,65.0,108,2.9,11.0,330.8,24.1,Yes,60.7,Yes,48.8,Poor
100706,24.8,57,78,1091.0,31.0,20,4.8,12.4,77.3,9.7,Yes,89.1,Yes,84.6,Good
100707,19.2,42,94,1028.0,34.0,23,2.7,0.7,76.3,21.2,No,47.7,No,86.4,Excellent
100708,28.3,64,140,955.0,57.0,71,9.4,5.3,254.7,4.7,Yes,70.7,Yes,51.8,Fair
100709,16.8,70,92,1262.0,39.0,107,11.5,16.4,103.4,25.0,Yes,82.7,Yes,58.2,Fair
100710,28.1,42,118,473.0,41.0,8,6.1,7.6,325.1,29.7,Yes,61.1,No,78.2,Good
100711,23.6,60,53,837.0,21.0,21,6.6,17.3,302.1,12.5,Yes,59.4,No,90.9,Excellent
100712,22.7,50,141,1280.0,23.0,3,11.8,3.8,141.9,16.2,No,67.0,Yes,100.0,Excellent
100713,21.4,61,27,,64.0,76,4.7,18.0,316.7,14.4,Yes,55.0,Yes,54.5,Fair
100714,24.2,63,102,707.0,32.0,97,3.4,12.6,62.9,27.0,Yes,58.4,Yes,76.0,Good
100715,22.9,37,47,1365.0,51.0,2,8.0,14.0,214.6,2.3,Yes,81.3,Yes,91.1,Excellent
100716,26.3,70,60,747.0,41.0,100,9.8,7.1,330.7,20.3,Yes,68.0,No,54.9,Fair
100717,23.3,31,28,875.0,44.0,119,9.2,16.3,306.6,20.3,No,68.8,No,66.5,Fair
100718,23.5,67,129,924.0,46.0,27,10.6,9.8,156.8,12.7,Yes,87.9,No,80.3,Good
100719,21.9,61,77,923.0,36.0,89,2.7,12.3,104.9,8.1,Yes,85.8,Yes,81.6,Good
100720,22.8,69,75,961.0,25.0,113,7.1,1.7,113.2,8.7,Yes,52.8,No,81.9,Good
100721,23.9,57,107,968.0,62.0,116,4.9,11.4,204.4,24.4,Yes,86.7,No,49.5,Poor
100722,17.9,66,97,505.0,35.0,109,11.1,15.8,229.0,3.9,Yes,56.5,No,58.2,Fair
100723,19.0,70,42,590.0,27.0,97,12.5,3.2,59.8,17.8,Yes,58.9,No,74.0,Good
100724,25.2,30,114,1099.0,52.0,14,5.4,13.3,174.1,10.6,Yes,73.3,No,81.1,Good
100725,23.5,70,83,1230.0,29.0,7,3.1,0.5,299.1,9.4,Yes,95.2,No,97.6,Excellent
100726,22.4,39,91,471.0,53.0,47,5.0,16.7,183.3,16.2,Yes,57.9,Yes,82.4,Good
100727,23.1,33,28,1154.0,38.0,98,3.2,17.7,100.8,27.1,Yes,75.2,No,69.6,Fair
100728,24.0,64,80,856.0,33.0,87,5.9,6.4,336.5,19.3,Yes,57.8,No,70.8,Good
100729,21.4,39,66,1304.0,22.0,115,8.5,1.9,129.9,24.1,Yes,76.2,No,79.0,Good
100730,20.7,40,88,878.0,60.0,51,13.7,11.9,289.5,18.8,Yes,83.0,No,66.4,Fair
100731,23.6,43,51,451.0,42.0,54,6.8,0.5,108.1,21.5,No,78.5,No,82.4,Good
100732,20.1,67,125,1403.0,59.0,36,4.6,8.7,177.0,14.1,No,63.4,No,71.1,Good
100733,24.2,41,13,973.0,30.0,3,4.0,4.9,197.1,27.9,Yes,77.9,Yes,93.7,Excellent
100734,17.9,46,13,1292.0,66.0,54,4.1,8.5,200.2,16.1,No,60.5,No,63.2,Fair
100735,26.1,45,14,654.0,25.0,11,4.3,0.3,204.9,17.4,Yes,58.6,No,92.0,Excellent
100736,24.4,64,50,1084.0,53.0,18,11.1,0.9,117.5,16.7,Yes,76.5,No,75.0,Good
100737,23.8,31,117,456.0,20.0,78,2.7,0.3,204.8,,Yes,88.7,Yes,89.1,Excellent
100738,25.9,40,96,1349.0,54.0,56,14.0,11.1,194.5,,Yes,39.2,No,58.2,Fair
100739,28.0,70,113,1490.0,44.0,93,8.3,10.1,112.6,4.1,No,69.1,No,52.4,Fair
100740,26.0,32,126,1469.0,,108,8.5,4.2,346.5,22.1,Yes,43.2,No,51.8,Fair
100741,17.5,58,110,1005.0,42.0,36,6.3,11.6,309.7,10.1,Yes,41.0,No,75.8,Good
100742,19.2,47,84,768.0,37.0,75,10.3,15.9,316.3,12.9,Yes,53.6,No,78.1,Good
100743,21.1,49,84,631.0,33.0,82,7.7,5.0,255.7,27.8,Yes,40.4,No,76.3,Good
100744,23.1,43,22,1307.0,36.0,97,5.9,15.0,98.0,17.9,Yes,62.8,Yes,73.1,Good
100745,24.6,63,34,1446.0,21.0,6,5.2,11.9,220.4,4.7,Yes,90.9,No,100.0,Excellent
100746,20.8,60,124,973.0,50.0,91,13.1,0.6,296.4,,Yes,60.0,No,68.5,Fair
100747,23.6,69,91,1240.0,38.0,54,5.5,6.8,61.6,9.2,Yes,80.2,Yes,85.5,Excellent
100748,20.7,47,19,517.0,51.0,27,7.2,9.1,198.8,17.5,Yes,70.0,No,81.6,Good
100749,21.2,59,59,1478.0,,92,6.2,13.2,168.8,16.3,Yes,75.3,No,64.3,Fair
100750,18.8,54,24,667.0,60.0,36,3.0,5.2,113.6,8.7,Yes,85.5,Yes,65.1,Fair
100751,20.2,48,25,512.0,27.0,83,4.2,17.7,163.5,5.2,Yes,78.7,Yes,75.5,Good
100752,18.9,37,11,565.0,61.0,60,4.3,12.3,345.0,7.9,Yes,62.7,No,60.3,Fair
100753,20.1,57,39,1067.0,60.0,74,10.3,6.7,267.0,4.7,Yes,88.9,No,61.9,Fair
100754,26.2,37,91,1431.0,59.0,113,6.9,1.7,139.9,9.7,Yes,82.2,Yes,43.3,Poor
100755,20.2,60,40,1113.0,58.0,113,11.4,3.3,231.6,29.9,No,63.3,No,50.7,Fair
100756,30.9,32,86,830.0,41.0,38,10.5,8.8,124.0,13.3,Yes,51.4,No,55.0,Fair
100757,24.5,32,123,1292.0,43.0,105,4.3,8.9,233.3,26.2,Yes,89.0,No,62.8,Fair
100758,23.6,51,44,1473.0,57.0,22,8.8,13.8,318.9,,Yes,88.4,Yes,70.7,Good
100759,20.4,46,32,506.0,21.0,51,10.9,13.1,217.1,,No,54.1,No,94.7,Excellent
100760,25.1,65,115,1432.0,60.0,109,9.6,3.6,270.0,6.4,Yes,77.7,Yes,52.0,Fair
100761,21.3,46,106,1144.0,60.0,83,9.2,10.7,186.0,9.7,Yes,70.4,No,63.8,Fair
100762,23.4,43,124,1099.0,38.0,83,10.9,0.4,207.2,16.3,Yes,85.9,No,77.0,Good
100763,30.7,38,109,722.0,60.0,10,2.7,7.2,258.5,26.7,Yes,87.3,Yes,54.5,Fair
100764,22.7,59,64,708.0,21.0,65,10.8,13.8,293.7,3.2,Yes,75.2,Yes,94.4,Excellent
100765,26.4,50,17,1249.0,47.0,12,5.3,7.2,247.8,16.2,Yes,69.5,No,76.4,Good
100766,20.9,41,68,1021.0,51.0,76,8.9,15.0,343.2,3.4,No,67.7,No,70.9,Good
100767,22.9,66,137,1394.0,38.0,40,4.9,17.6,295.9,14.8,Yes,63.0,No,91.2,Excellent
100768,28.3,61,41,544.0,35.0,48,12.1,10.9,283.1,19.6,Yes,59.2,No,66.0,Fair
100769,21.1,40,102,1139.0,49.0,14,7.8,2.6,303.5,22.9,Yes,82.3,Yes,84.0,Good
100770,28.4,49,16,1220.0,41.0,55,9.7,6.8,134.4,5.9,Yes,66.1,No,63.6,Fair
100771,25.1,64,11,811.0,33.0,53,11.5,0.2,179.6,6.7,Yes,56.9,No,84.0,Good
100772,21.3,40,94,513.0,20.0,30,12.7,10.8,219.3,15.2,Yes,77.3,No,100.0,Excellent
100773,24.9,37,143,974.0,64.0,60,10.8,14.8,188.7,29.9,Yes,39.6,Yes,57.3,Fair
100774,25.9,33,115,798.0,21.0,57,3.8,11.3,304.2,12.0,Yes,93.3,No,81.7,Good
100775,24.9,56,45,523.0,41.0,86,12.3,14.1,58.1,14.0,Yes,61.6,No,65.5,Fair
100776,18.3,69,54,485.0,65.0,59,9.4,14.4,112.8,14.1,No,55.8,Yes,55.1,Fair
100777,20.8,67,51,446.0,52.0,52,9.3,15.3,314.5,4.3,Yes,52.3,Yes,74.6,Good
100778,22.3,59,62,1343.0,34.0,85,13.1,4.8,67.7,23.7,Yes,69.0,Yes,79.8,Good
100779,22.8,56,119,1203.0,69.0,117,5.0,15.7,118.1,9.1,Yes,73.4,Yes,49.0,Poor
100780,24.9,50,18,788.0,60.0,60,4.9,11.8,155.4,21.7,Yes,82.1,No,62.1,Fair
100781,23.5,49,96,975.0,41.0,79,8.2,5.2,275.2,15.3,Yes,97.8,Yes,73.7,Good
100782,19.0,33,123,1031.0,59.0,41,11.0,17.8,218.1,19.1,No,74.7,No,62.5,Fair
100783,24.1,40,84,1113.0,58.0,28,7.4,17.1,336.4,3.5,No,89.4,No,69.4,Fair
100784,24.8,42,139,1469.0,60.0,83,9.6,10.3,118.4,26.9,Yes,50.9,No,58.7,Fair
100785,24.7,38,20,1021.0,60.0,91,7.4,15.2,311.6,8.8,Yes,51.6,Yes,56.5,Fair
100786,26.2,33,59,,30.0,26,9.3,4.7,134.9,20.8,No,90.7,No,87.0,Excellent
100787,25.5,41,131,1123.0,23.0,43,11.9,7.5,123.6,,Yes,52.2,Yes,86.5,Excellent
100788,24.4,38,84,939.0,26.0,92,4.2,3.3,199.5,17.1,Yes,50.9,Yes,74.3,Good
100789,22.8,42,40,486.0,40.0,4,10.3,9.4,71.4,11.4,Yes,80.8,No,93.6,Excellent
100790,18.0,55,101,1202.0,26.0,51,11.4,8.9,165.3,29.4,No,87.3,Yes,81.5,Good
100791,24.3,67,101,664.0,23.0,112,7.4,3.8,156.7,9.8,Yes,85.6,No,69.7,Fair
100792,23.6,42,84,,31.0,105,5.9,12.1,98.0,28.6,Yes,49.5,No,72.0,Good
100793,23.8,68,101,1102.0,46.0,101,2.2,2.1,308.2,6.4,Yes,98.9,No,62.8,Fair
100794,19.2,57,138,631.0,36.0,52,11.6,1.1,165.8,,Yes,74.1,Yes,74.5,Good
100795,19.8,48,51,585.0,39.0,51,5.9,6.9,344.6,5.9,Yes,97.7,No,81.3,Good
100796,26.2,53,119,725.0,50.0,37,6.3,7.4,319.9,2.1,Yes,87.7,No,70.4,Good
100797,22.9,48,27,796.0,45.0,43,6.0,5.8,108.4,9.3,Yes,69.9,Yes,83.3,Good
100798,25.0,42,86,1488.0,50.0,52,8.0,4.6,201.5,4.4,Yes,104.7,Yes,68.1,Fair
100799,23.1,42,142,,54.0,114,10.4,6.1,230.5,,Yes,44.5,Yes,57.2,Fair
100800,23.1,57,29,954.0,28.0,1,11.3,2.9,295.7,23.3,Yes,56.6,Yes,100.0,Excellent
100801,25.8,31,136,1132.0,24.0,108,6.7,7.3,315.7,2.1,Yes,72.9,No,70.5,Good
100802,21.5,39,84,1440.0,67.0,53,10.0,16.3,237.2,8.3,Yes,93.9,No,67.8,Fair
100803,23.3,51,71,1196.0,27.0,83,10.6,4.0,60.5,20.8,Yes,81.6,Yes,83.4,Good
100804,21.6,42,41,790.0,40.0,106,5.6,12.3,194.4,13.2,Yes,67.8,Yes,72.4,Good
100805,21.7,38,37,443.0,35.0,110,3.2,2.6,315.4,25.3,Yes,56.7,Yes,72.7,Good
100806,22.1,62,83,1300.0,,76,12.7,6.4,264.2,,Yes,79.7,Yes,75.5,Good
100807,23.7,43,90,881.0,37.0,89,10.1,5.8,311.0,,Yes,62.1,Yes,69.3,Fair
100808,21.6,49,31,965.0,66.0,34,9.8,16.9,252.2,18.7,Yes,77.1,Yes,70.4,Good
100809,26.8,44,105,619.0,47.0,45,2.7,7.7,63.2,19.9,Yes,58.0,Yes,71.2,Good
100810,20.3,61,131,1171.0,37.0,71,11.8,12.4,340.4,8.4,No,57.8,No,74.2,Good
100811,22.4,62,132,808.0,33.0,91,8.8,10.8,325.4,12.5,No,68.5,No,80.6,Good
100812,21.7,46,61,870.0,67.0,104,12.2,2.5,88.0,3.4,No,78.9,No,53.1,Fair
100813,27.3,53,87,1484.0,56.0,78,13.7,16.9,83.8,18.5,Yes,65.3,No,50.4,Fair
100814,23.6,59,79,565.0,59.0,54,13.5,6.2,211.7,14.9,No,88.3,Yes,69.1,Fair
100815,26.1,42,146,1071.0,35.0,113,12.3,0.8,277.1,23.3,Yes,72.6,No,56.9,Fair
100816,18.5,45,30,510.0,40.0,71,2.1,5.4,164.7,7.8,Yes,69.0,Yes,64.6,Fair
100817,23.8,31,73,948.0,20.0,10,12.6,6.0,90.9,14.2,Yes,57.4,No,100.0,Excellent
100818,25.7,46,85,1426.0,30.0,28,2.9,1.7,203.2,7.1,Yes,75.3,Yes,88.7,Excellent
100819,23.2,61,70,1436.0,30.0,68,12.2,11.2,151.3,19.2,Yes,57.0,Yes,84.2,Good
100820,26.2,37,104,,21.0,62,5.4,6.2,155.5,25.7,Yes,66.1,No,77.4,Good
100821,21.4,32,49,731.0,51.0,46,9.3,11.3,243.5,23.4,Yes,75.7,Yes,76.2,Good
100822,27.2,41,13,663.0,38.0,110,2.5,0.1,315.7,28.4,Yes,86.9,Yes,55.2,Fair
100823,29.9,49,40,482.0,24.0,6,11.3,17.7,217.6,29.2,Yes,55.4,Yes,89.3,Excellent
100824,21.9,45,78,1176.0,22.0,116,3.3,3.1,256.3,23.6,Yes,75.7,No,78.1,Good
100825,21.7,43,79,1323.0,47.0,63,6.9,11.9,248.0,10.0,Yes,59.5,Yes,76.4,Good
100826,27.4,45,14,,45.0,81,11.8,12.9,215.3,8.1,Yes,53.5,No,65.3,Fair
100827,27.7,62,124,1057.0,42.0,63,10.3,3.1,143.2,14.5,Yes,84.1,No,57.9,Fair
100828,21.4,59,100,853.0,49.0,91,2.1,2.0,163.3,29.8,Yes,83.9,Yes,65.6,Fair
100829,21.7,41,17,1072.0,27.0,11,6.8,2.7,144.7,13.6,Yes,51.4,No,100.0,Excellent
100830,22.2,44,18,1140.0,55.0,11,2.5,4.4,325.2,7.6,Yes,72.1,No,83.8,Good
100831,19.0,47,24,,48.0,35,10.1,3.0,298.0,28.4,Yes,52.0,No,75.8,Good
100832,20.2,57,114,709.0,32.0,28,13.6,12.1,223.8,12.8,Yes,47.6,Yes,86.6,Excellent
100833,20.0,52,16,1126.0,44.0,10,9.9,7.6,323.7,21.3,No,80.5,Yes,89.2,Excellent
100834,20.7,43,81,753.0,,52,4.7,9.7,315.9,24.1,Yes,52.8,No,75.9,Good
100835,22.9,59,124,1223.0,65.0,69,6.3,0.9,328.3,25.6,Yes,95.5,Yes,67.9,Fair
100836,23.7,62,24,544.0,52.0,84,13.7,15.5,116.5,25.0,Yes,67.2,Yes,62.0,Fair
100837,27.7,44,92,1433.0,56.0,73,4.7,3.1,265.3,25.4,Yes,94.3,Yes,50.7,Fair
100838,20.0,36,48,1467.0,26.0,95,8.7,6.5,232.8,20.7,Yes,82.1,No,76.5,Good
100839,26.0,44,143,1309.0,42.0,46,6.8,1.3,270.1,13.3,No,61.9,Yes,74.8,Good
100840,22.4,67,66,1160.0,25.0,32,11.2,2.5,129.0,20.7,Yes,54.2,No,98.1,Excellent
100841,22.9,40,101,894.0,34.0,80,12.4,12.0,258.4,25.4,Yes,41.4,Yes,78.7,Good
100842,25.0,58,90,1041.0,34.0,66,6.1,12.5,172.9,11.8,Yes,93.7,No,73.2,Good
100843,19.6,60,136,930.0,,42,9.9,12.2,300.2,10.3,Yes,39.4,No,69.3,Fair
100844,24.1,54,84,912.0,53.0,17,8.6,9.9,288.6,11.6,Yes,64.1,Yes,80.1,Good
100845,23.5,53,88,529.0,33.0,73,5.3,17.1,113.4,17.4,Yes,55.8,Yes,79.0,Good
100846,24.5,48,19,1407.0,48.0,52,5.3,9.1,105.2,3.5,Yes,68.2,Yes,73.0,Good
100847,23.9,31,116,1133.0,35.0,104,8.5,8.1,265.3,23.8,Yes,75.1,Yes,71.4,Good
100848,30.4,51,96,1346.0,48.0,38,3.8,4.5,215.1,5.9,Yes,70.1,No,57.2,Fair
100849,21.1,49,76,1401.0,42.0,106,11.7,1.8,217.2,5.7,Yes,69.5,No,66.7,Fair
100850,21.4,62,71,863.0,29.0,71,2.8,9.9,275.8,7.5,No,79.7,No,84.9,Good
100851,21.1,37,140,540.0,66.0,33,3.1,5.7,306.5,18.2,No,70.3,No,69.0,Fair
100852,21.3,54,116,1281.0,23.0,36,6.1,9.4,121.7,10.0,Yes,81.1,No,93.6,Excellent
100853,21.1,38,102,855.0,31.0,40,3.4,3.7,216.7,12.3,Yes,70.8,No,93.0,Excellent
100854,26.6,63,95,833.0,61.0,96,7.7,15.1,298.7,28.1,Yes,50.5,Yes,50.9,Fair
100855,27.3,52,130,572.0,53.0,48,6.8,18.0,311.8,25.7,Yes,91.5,No,67.5,Fair
100856,21.3,34,88,872.0,23.0,9,10.7,5.8,136.2,,Yes,55.4,No,100.0,Excellent
100857,20.5,54,19,,39.0,39,13.4,15.2,81.2,18.2,Yes,58.3,No,79.2,Good
100858,24.4,37,38,1316.0,47.0,17,11.0,15.7,119.8,26.3,Yes,44.0,No,80.8,Good
100859,21.3,45,105,838.0,47.0,24,4.2,17.9,333.6,23.8,Yes,75.9,No,85.5,Excellent
100860,24.9,44,19,1415.0,25.0,105,13.2,6.2,188.7,28.7,Yes,51.0,No,74.0,Good
100861,23.6,30,22,1480.0,,40,6.7,13.6,175.6,3.8,Yes,76.7,No,83.1,Good
100862,18.5,51,56,897.0,54.0,35,7.7,4.1,53.9,2.8,Yes,76.2,No,69.5,Fair
100863,27.6,32,59,568.0,66.0,1,7.1,11.2,65.3,6.9,No,72.1,No,64.0,Fair
100864,28.4,67,141,1388.0,20.0,82,5.4,12.7,250.6,28.0,Yes,58.6,No,65.2,Fair
100865,21.2,43,125,960.0,38.0,73,12.7,13.3,226.9,19.0,Yes,51.8,No,78.7,Good
100866,21.8,65,122,827.0,20.0,48,6.0,3.7,222.7,13.9,No,80.0,Yes,93.6,Excellent
100867,23.9,47,94,818.0,32.0,66,8.9,15.3,83.1,16.4,Yes,74.4,No,77.7,Good
100868,24.0,70,62,854.0,27.0,52,4.9,7.6,155.6,25.2,Yes,83.5,No,82.2,Good
100869,25.0,47,139,1113.0,37.0,18,11.6,3.9,293.7,28.0,Yes,100.1,Yes,87.2,Excellent
100870,29.0,32,77,601.0,54.0,114,11.3,9.8,102.5,22.4,Yes,62.1,Yes,40.5,Poor
100871,22.5,39,88,578.0,42.0,25,5.6,15.5,314.8,23.3,Yes,104.2,Yes,88.4,Excellent
100872,20.6,68,66,456.0,69.0,53,10.2,17.4,86.4,11.0,Yes,74.9,No,61.1,Fair
100873,18.9,30,106,1345.0,45.0,114,10.4,13.5,100.7,15.1,Yes,88.2,Yes,62.7,Fair
100874,20.8,56,144,900.0,60.0,50,8.8,0.1,193.3,26.8,Yes,75.8,No,74.8,Good
100875,22.9,56,72,1138.0,57.0,110,9.2,2.4,333.6,24.0,Yes,62.4,No,55.4,Fair
100876,28.4,40,74,511.0,39.0,24,8.9,1.4,148.9,21.2,Yes,67.5,Yes,73.1,Good
100877,21.4,34,48,1114.0,21.0,113,3.0,1.8,247.5,3.8,Yes,77.2,Yes,79.2,Good
100878,23.7,36,118,1276.0,45.0,16,10.0,6.9,226.6,3.1,No,53.3,No,89.2,Excellent
100879,23.0,48,35,1479.0,55.0,73,7.6,6.1,94.9,5.7,Yes,57.0,No,62.0,Fair
100880,26.6,58,21,1212.0,44.0,119,7.3,2.0,124.5,18.3,Yes,40.1,Yes,52.2,Fair
100881,30.6,44,86,1363.0,49.0,60,12.3,15.9,329.0,17.0,Yes,52.4,No,53.3,Fair
100882,21.4,64,95,1477.0,37.0,45,2.3,11.1,105.4,28.4,Yes,76.6,No,88.7,Excellent
100883,21.5,66,39,436.0,26.0,114,5.0,14.3,258.5,21.5,No,79.4,No,82.1,Good
100884,26.1,41,61,1412.0,46.0,54,3.5,6.7,339.4,10.2,Yes,70.8,Yes,66.8,Fair
100885,25.0,59,72,1262.0,30.0,49,2.4,7.4,85.9,6.5,Yes,87.9,Yes,83.1,Good
100886,28.5,49,129,1131.0,56.0,74,5.3,5.7,169.8,25.8,Yes,57.5,No,53.8,Fair
100887,24.8,66,114,1209.0,27.0,10,13.9,7.9,117.2,14.9,Yes,56.3,Yes,97.7,Excellent
100888,21.9,32,48,,30.0,11,5.2,11.0,116.5,20.3,Yes,40.4,Yes,97.6,Excellent
100889,24.8,38,50,422.0,43.0,39,10.0,8.9,85.7,17.8,Yes,74.9,Yes,81.3,Good
100890,26.3,70,130,1195.0,49.0,47,3.4,15.1,244.9,5.0,No,57.6,No,68.5,Fair
100891,25.5,68,117,895.0,49.0,55,9.2,16.2,273.9,3.6,Yes,62.8,Yes,66.4,Fair
100892,24.5,55,74,1299.0,34.0,7,13.8,8.5,253.0,12.6,Yes,79.3,Yes,89.4,Excellent
100893,26.2,31,127,824.0,54.0,87,5.5,4.3,327.4,12.1,Yes,79.2,No,48.9,Poor
100894,26.5,52,88,1099.0,58.0,13,12.2,17.0,93.7,20.9,Yes,70.5,Yes,70.7,Good
100895,27.1,52,17,417.0,43.0,86,14.0,13.2,146.0,,Yes,64.8,Yes,63.0,Fair
100896,24.9,50,106,1026.0,27.0,113,9.1,11.5,153.4,29.1,Yes,89.1,No,71.2,Good
100897,22.5,45,27,1462.0,,55,5.7,13.4,119.6,26.0,Yes,59.5,No,71.4,Good
100898,23.4,38,105,610.0,61.0,116,10.1,1.4,92.7,15.9,Yes,56.3,No,52.0,Fair
100899,26.6,42,42,964.0,39.0,53,12.1,1.2,196.0,16.0,Yes,80.2,Yes,66.6,Fair
100900,20.5,57,14,1371.0,60.0,99,4.1,2.8,300.3,20.9,Yes,71.0,Yes,56.6,Fair
100901,24.1,56,136,532.0,66.0,16,7.4,2.7,336.4,5.2,Yes,75.6,No,77.0,Good
100902,21.8,46,83,848.0,45.0,44,5.8,7.6,88.8,30.0,Yes,75.0,No,84.2,Good
100903,23.1,67,135,663.0,43.0,4,5.4,2.8,296.9,16.5,Yes,71.3,Yes,90.5,Excellent
100904,26.8,65,14,510.0,41.0,2,12.3,15.4,297.4,27.5,Yes,59.4,No,77.3,Good
100905,23.6,30,43,1249.0,24.0,8,7.1,10.4,166.7,29.1,Yes,83.6,Yes,99.8,Excellent
100906,23.1,47,33,1300.0,34.0,83,6.1,6.6,83.0,18.3,Yes,66.0,Yes,78.9,Good
100907,18.9,38,104,1158.0,55.0,113,9.2,1.3,347.0,4.9,Yes,68.6,Yes,52.0,Fair
100908,25.2,42,80,1260.0,56.0,19,4.6,10.6,246.7,18.1,Yes,72.3,No,70.6,Good
100909,24.9,69,101,1296.0,48.0,114,4.8,2.1,344.7,18.7,Yes,53.7,Yes,50.5,Fair
100910,29.5,44,134,1261.0,34.0,82,8.2,13.4,195.1,,Yes,80.0,Yes,57.0,Fair
100911,22.1,33,31,592.0,46.0,20,6.9,14.4,168.6,3.4,Yes,61.0,No,89.0,Excellent
100912,23.7,62,24,914.0,68.0,79,5.5,9.8,124.2,15.1,Yes,77.5,Yes,52.7,Fair
100913,23.7,53,110,1189.0,27.0,32,2.6,2.7,345.1,27.8,Yes,61.7,Yes,94.0,Excellent
100914,27.7,65,24,1367.0,48.0,4,8.2,14.2,126.0,29.8,No,69.1,Yes,70.4,Good
100915,22.7,70,62,483.0,38.0,23,11.8,5.5,57.1,7.4,Yes,75.0,No,89.3,Excellent
100916,23.8,39,111,1197.0,50.0,62,12.2,4.0,203.7,26.4,No,39.4,Yes,68.1,Fair
100917,24.8,65,122,479.0,28.0,78,4.8,8.5,163.1,6.1,No,74.2,No,73.3,Good
100918,23.6,49,41,921.0,29.0,25,9.2,16.6,128.4,25.6,Yes,70.9,Yes,91.3,Excellent
100919,21.7,70,30,633.0,56.0,107,12.3,5.4,240.4,9.8,Yes,93.2,Yes,55.2,Fair
100920,23.6,40,92,643.0,29.0,88,6.9,16.3,159.3,28.9,Yes,102.2,No,79.8,Good
100921,26.2,41,23,1248.0,52.0,91,13.2,1.0,170.7,21.5,Yes,62.6,No,53.9,Fair
100922,19.9,47,24,792.0,44.0,32,12.8,1.5,56.9,13.2,Yes,91.7,Yes,81.6,Good
100923,23.4,59,43,408.0,23.0,109,4.5,12.6,226.7,9.9,Yes,92.7,No,78.8,Good
100924,20.9,66,92,1012.0,24.0,17,5.1,3.4,86.6,8.6,Yes,98.9,Yes,100.0,Excellent
100925,26.6,49,18,1206.0,42.0,17,4.2,5.7,114.1,21.1,Yes,70.4,No,80.8,Good
100926,18.4,54,86,1114.0,58.0,37,4.4,2.5,265.1,27.1,Yes,55.1,No,70.6,Good
100927,21.3,41,18,509.0,24.0,32,12.9,6.0,144.0,,Yes,68.7,Yes,100.0,Excellent
100928,24.1,50,45,1233.0,27.0,26,13.2,5.0,99.0,25.4,No,59.6,No,95.6,Excellent
100929,27.7,54,126,665.0,,48,2.6,13.3,223.2,23.9,Yes,71.1,No,71.0,Good
100930,22.8,40,12,1375.0,20.0,49,9.1,12.6,114.5,29.4,Yes,95.3,Yes,93.2,Excellent
100931,21.3,38,28,1354.0,69.0,14,8.8,17.2,131.3,23.2,Yes,41.3,Yes,71.0,Good
100932,28.6,54,32,1306.0,31.0,107,6.7,13.0,236.4,7.9,Yes,71.7,No,58.4,Fair
100933,18.7,64,113,1071.0,54.0,76,9.6,12.5,272.0,24.2,No,84.5,Yes,64.5,Fair
100934,16.4,61,144,575.0,33.0,51,13.4,12.5,271.9,11.0,Yes,82.3,No,70.3,Good
100935,24.3,43,114,924.0,67.0,97,4.0,15.9,194.7,29.9,Yes,56.4,No,52.5,Fair
100936,21.5,30,55,1490.0,37.0,67,3.4,5.3,186.3,12.5,Yes,72.2,No,85.2,Excellent
100937,19.9,46,24,1351.0,29.0,98,2.4,5.4,286.3,10.2,Yes,46.3,No,72.6,Good
100938,25.1,54,60,1458.0,34.0,18,6.4,13.3,107.9,8.7,Yes,94.6,Yes,82.5,Good
100939,23.7,37,119,904.0,61.0,94,6.1,4.1,95.7,20.4,No,72.5,No,55.1,Fair
100940,21.3,34,17,1248.0,52.0,24,7.2,16.4,249.4,5.1,Yes,75.9,Yes,81.9,Good
