DIGITAL_ID,WALKING_MINUTES,RUNNING_MINUTES,CYCLING_MINUTES,WORKOUT_MINUTES,EXERCISE_CALORIES,CODING_HOURS,AI_ASSISTANT_USAGE_HOURS,SOCIAL_MEDIA_HOURS,GAMING_HOURS,READING_HOURS,TV_STREAMING_HOURS,SMARTPHONE_UNLOCKS,NOTIFICATIONS,PRODUCTIVITY_SCORE
103767,100,27,111,80.6,1558,8.8,2.8,3.9,1.7,2.2,2.6,68,138,100.0
103768,160,65,112,115.8,2186,7.5,3.9,4.5,3.5,2.6,5.8,127,61,87.3
103769,23,7,120,56.8,1122,,2.3,3.3,5.0,3.5,5.3,103,202,90.9
103770,107,28,19,45.8,860,2.2,0.3,0.6,2.2,0.9,2.5,123,42,93.7
103771,10,10,72,36.8,716,8.4,2.4,3.4,2.1,4.7,2.1,114,150,100.0
103772,16,17,58,36.6,698,6.9,2.7,6.3,2.8,2.6,0.7,50,182,82.4
103773,174,54,68,94.4,1780,8.7,0.9,6.4,3.9,1.4,0.2,175,242,76.5
103774,24,49,86,68.6,1274,8.0,1.6,7.1,4.5,4.7,1.8,31,225,79.2
103775,93,13,32,39.2,758,3.5,2.4,0.4,2.0,3.1,5.6,35,147,100.0
103776,20,73,101,88.2,1618,7.7,1.5,4.2,3.5,2.4,5.8,63,135,88.3
103777,83,8,119,69.0,1364,2.6,1.5,0.9,2.3,2.9,4.9,87,44,98.8
103778,139,10,77,64.6,1272,3.3,0.5,1.6,4.3,3.7,2.1,157,93,89.8
103779,36,62,16,50.8,892,1.1,3.8,7.2,1.0,0.8,0.9,22,242,70.8
103780,41,75,56,75.6,1362,9.4,3.0,4.0,1.5,4.3,3.6,50,217,100.0
103781,144,66,82,101.2,1892,2.9,0.0,6.1,2.6,4.8,3.9,135,146,82.8
103782,100,52,96,89.6,1688,5.2,3.1,0.5,5.3,2.8,2.5,24,37,90.3
103783,47,38,0,32.2,568,,3.0,3.3,3.4,3.4,4.1,24,231,87.8
103784,102,77,12,71.4,1274,9.6,0.0,5.4,5.8,4.3,4.5,85,242,81.5
103785,27,55,109,82.0,1530,3.4,1.5,1.1,0.6,1.9,4.7,34,174,100.0
103786,40,27,26,34.6,638,7.8,2.4,2.6,2.8,5.0,3.0,168,34,100.0
103787,98,74,69,91.6,1684,8.6,1.8,0.5,2.5,3.4,4.7,120,170,100.0
103788,46,38,58,55.2,1028,4.4,3.1,5.2,3.6,2.1,0.2,30,50,76.3
103789,145,24,5,45.4,860,3.8,1.7,7.8,4.9,3.4,4.1,61,146,62.1
103790,104,20,96,71.2,1384,7.5,0.6,6.6,5.0,2.6,1.4,85,153,71.4
103791,123,9,93,67.2,1326,9.1,3.9,7.8,4.0,0.6,1.6,113,144,68.8
103792,12,42,109,71.2,1340,7.5,1.0,6.8,3.8,4.0,0.5,80,73,80.8
103793,140,14,98,75.6,1484,2.3,2.9,6.8,5.7,2.8,1.2,79,233,57.3
103794,99,82,22,77.8,1392,8.9,0.6,4.6,2.3,4.0,6.0,161,246,99.9
103795,30,47,9,37.8,662,,1.3,4.1,5.0,0.8,2.5,139,82,68.8
103796,129,85,50,96.8,1766,5.8,1.8,3.3,5.5,,5.6,152,185,79.0
103797,15,20,18,22.2,404,8.3,0.8,6.5,2.9,3.8,1.0,50,95,87.5
103798,136,59,50,82.6,1534,1.9,1.8,1.5,4.4,4.9,1.2,67,178,90.5
103799,72,49,91,80.2,1506,7.8,0.6,0.4,2.3,4.4,3.3,51,134,100.0
103800,165,22,86,80.6,1568,6.0,2.2,7.6,1.0,4.3,2.1,76,155,89.5
103801,53,12,67,44.6,868,8.9,2.7,0.0,3.5,,3.9,114,149,100.0
103802,99,68,83,93.8,1740,1.7,0.2,7.8,1.2,4.2,2.5,174,243,78.8
103803,108,3,82,56.2,1118,4.2,3.5,5.8,2.7,0.8,4.9,101,86,74.1
103804,86,77,41,79.8,1442,8.3,0.7,2.6,5.2,1.0,2.6,24,84,83.2
103805,172,71,90,113.0,2118,0.2,0.9,5.6,0.5,0.6,3.4,36,159,77.3
103806,161,8,56,59.4,1172,1.1,2.6,6.5,0.2,4.3,1.9,136,123,88.1
103807,136,34,97,86.4,1660,9.9,1.9,2.0,3.6,0.5,4.2,142,94,95.3
103808,7,20,67,40.2,764,,2.0,6.2,2.0,0.7,3.9,67,139,72.9
103809,6,57,119,83.0,1546,9.8,0.5,6.4,2.5,1.2,2.4,68,234,85.1
103810,35,17,37,32.0,606,1.8,3.2,2.0,2.4,2.9,1.7,41,160,92.3
103811,17,71,61,70.4,1266,3.6,2.5,0.3,0.5,4.4,3.7,38,216,100.0
103812,2,80,6,50.8,856,7.5,0.5,1.6,0.0,2.1,5.7,132,241,100.0
103813,27,42,111,75.0,1416,6.6,1.5,1.6,5.4,2.7,0.8,120,220,87.9
103814,69,5,70,44.8,886,5.8,3.2,0.5,1.3,0.8,4.8,149,34,100.0
103815,171,85,49,104.8,1926,5.3,2.3,5.8,2.6,1.3,3.3,52,95,78.3
103816,148,77,51,96.2,1770,8.4,0.4,3.0,5.8,0.7,3.2,108,119,77.9
103817,27,66,25,55.0,968,2.3,1.5,7.1,5.0,2.0,5.8,153,175,57.2
103818,53,11,25,27.2,522,4.4,1.0,2.0,0.6,3.0,3.6,30,166,100.0
103819,64,11,117,66.2,1302,1.6,2.1,3.6,3.1,1.4,5.0,46,179,77.5
103820,99,65,18,66.0,1190,6.0,3.4,5.1,4.4,4.2,3.1,50,185,82.2
103821,20,1,8,7.8,154,2.5,1.7,7.0,4.2,4.9,1.5,110,217,70.7
103822,12,14,60,34.8,668,3.3,1.7,4.2,4.6,0.6,4.2,66,169,68.6
103823,56,22,19,32.0,596,4.7,3.6,3.0,2.7,0.1,5.5,98,66,84.2
103824,48,28,105,68.4,1312,0.3,2.3,6.9,1.1,3.9,5.0,21,239,79.2
103825,117,80,108,114.6,2132,0.9,2.3,2.5,2.8,1.0,1.2,162,148,80.8
103826,53,6,49,33.8,664,6.9,1.0,0.6,3.9,1.8,1.9,39,127,97.3
103827,137,27,79,75.2,1450,4.3,2.4,3.6,3.7,2.0,3.1,150,199,81.7
103828,52,13,117,65.0,1274,8.6,2.3,6.3,0.4,4.6,3.4,125,83,100.0
103829,43,43,80,66.4,1242,6.9,1.6,0.2,0.4,3.3,1.2,58,199,100.0
103830,46,29,21,35.0,642,0.1,4.0,4.7,5.8,0.2,1.4,93,151,53.0
103831,52,80,12,63.2,1104,6.2,3.5,4.8,0.9,0.1,4.6,109,96,89.0
103832,73,31,11,37.6,690,0.9,3.0,7.4,1.8,1.0,4.4,157,85,66.2
103833,45,69,9,54.0,942,7.8,2.1,2.3,4.6,1.6,5.0,160,75,88.2
103834,12,87,64,80.2,1430,9.9,1.8,2.2,2.5,2.4,5.6,63,34,100.0
103835,164,5,95,73.8,1466,,0.7,3.5,1.1,4.2,1.8,51,85,100.0
103836,101,26,29,47.4,896,6.8,1.2,2.9,2.8,1.6,5.2,49,180,92.8
103837,23,81,7,56.0,958,2.4,3.1,5.9,3.4,1.9,4.0,148,91,69.9
103838,1,87,20,60.4,1034,4.4,,5.1,2.7,1.6,5.7,72,170,79.7
103839,80,23,21,38.2,718,8.6,3.5,6.1,5.5,0.0,1.6,95,88,65.3
103840,99,33,17,46.4,862,1.7,0.6,6.6,1.7,4.8,1.6,63,245,82.9
103841,141,39,65,77.6,1474,2.7,2.0,7.4,4.0,0.7,4.2,54,57,57.9
103842,137,46,47,73.8,1384,4.5,2.6,3.4,0.7,1.4,5.6,64,238,96.1
103843,162,78,43,96.4,1772,7.1,2.1,7.9,2.4,0.6,4.9,143,35,72.4
103844,152,74,8,78.0,1412,3.8,3.6,1.7,4.4,2.5,4.4,135,218,86.3
103845,130,85,66,103.4,1898,9.3,4.0,5.7,1.3,4.7,2.3,143,90,100.0
103846,110,23,53,57.0,1094,0.9,0.5,4.3,3.5,0.5,4.3,157,248,68.6
103847,101,64,25,68.6,1244,3.7,0.5,6.5,0.9,,4.8,66,202,83.5
103848,16,17,84,47.0,906,7.1,0.5,3.8,0.6,0.1,4.5,171,122,96.3
103849,11,43,93,65.2,1218,2.3,2.7,6.3,3.1,3.9,4.1,37,41,75.6
103850,115,75,91,104.4,1938,6.6,1.5,7.4,4.1,3.2,0.3,91,192,72.7
103851,23,56,99,77.8,1444,1.6,2.9,5.9,0.7,3.5,4.0,142,91,86.6
103852,28,27,25,31.8,582,0.6,1.6,6.2,5.5,2.4,2.9,96,141,56.1
103853,170,70,33,89.2,1644,1.2,2.5,0.5,1.4,4.5,5.8,163,34,100.0
103854,152,22,7,46.4,884,9.3,3.1,1.6,0.7,2.0,3.6,161,95,100.0
103855,121,84,9,78.2,1396,5.5,2.2,7.8,1.2,2.6,3.6,28,232,81.6
103856,89,33,47,56.4,1062,8.0,2.2,5.5,1.0,3.5,6.0,88,97,99.5
103857,64,10,54,40.4,788,3.3,0.4,4.5,0.5,2.6,0.6,80,115,93.9
103858,83,85,106,110.0,2030,5.9,1.6,2.9,4.8,0.9,1.7,30,222,78.9
103859,118,34,113,89.2,1716,4.9,2.2,0.4,3.0,1.6,3.9,166,138,98.0
103860,155,41,53,76.8,1454,,1.8,3.0,2.3,0.5,1.9,83,143,97.0
103861,15,27,77,50.0,946,7.5,3.6,4.0,5.7,2.2,2.1,57,109,77.1
103862,174,81,39,99.0,1818,7.3,3.6,1.7,2.2,3.0,5.4,29,95,100.0
103863,103,77,118,114.0,2126,0.5,3.3,1.4,1.0,0.6,3.5,35,198,92.2
103864,91,81,14,72.4,1286,5.5,1.5,4.1,1.6,3.2,0.6,88,184,96.2
103865,26,23,80,51.0,974,4.7,2.9,4.7,1.4,4.5,1.9,61,105,97.1
103866,180,7,116,86.6,1718,,1.6,1.9,3.0,1.7,0.5,63,34,100.0
103867,169,52,17,71.8,1332,2.6,0.9,4.7,1.7,1.1,3.3,169,162,81.2
103868,174,71,95,115.4,2166,2.7,1.4,7.2,3.1,4.5,1.0,43,115,74.6
103869,161,3,101,74.4,1482,4.1,0.3,3.8,4.0,3.5,5.1,159,170,83.5
103870,164,90,22,95.6,1732,2.4,1.3,6.9,4.7,0.5,3.5,54,109,55.2
103871,133,4,61,53.4,1060,1.3,,7.4,4.3,2.0,0.4,69,119,57.5
103872,134,48,45,73.6,1376,8.6,3.8,0.7,1.2,3.4,1.8,102,166,100.0
103873,152,29,86,82.2,1586,5.6,1.3,0.8,0.7,2.9,3.7,97,205,100.0
103874,32,71,98,88.2,1622,8.6,3.6,3.8,3.3,3.1,2.0,59,61,94.8
103875,54,62,38,63.2,1140,8.3,0.9,4.7,1.2,2.8,3.1,41,112,100.0
103876,6,46,14,34.4,596,2.8,0.8,3.4,0.5,4.0,5.5,94,65,100.0
103877,56,25,52,47.0,890,5.5,2.1,2.6,3.2,1.6,2.1,85,249,89.4
103878,125,56,87,93.4,1756,0.8,2.7,5.1,2.0,3.5,2.0,157,172,81.7
103879,11,36,63,49.0,908,9.2,0.2,0.0,4.5,5.0,4.9,113,166,100.0
103880,15,6,62,31.4,616,4.0,0.9,7.7,1.9,1.9,1.9,172,45,73.4
103881,42,39,91,68.2,1286,3.9,1.8,1.9,5.9,4.0,0.5,129,35,82.7
103882,116,38,79,77.6,1476,3.0,1.3,7.3,4.6,1.2,1.1,66,101,57.4
103883,134,61,15,69.4,1266,4.6,2.9,0.9,0.3,1.4,5.7,154,190,100.0
103884,110,77,103,109.4,2034,2.5,2.0,1.9,3.1,4.7,5.6,123,139,96.0
103885,50,52,102,82.0,1536,3.7,0.6,1.9,3.4,0.1,1.3,175,129,83.1
103886,159,3,69,61.2,1218,8.0,3.6,8.0,4.2,1.1,3.3,99,199,66.3
103887,74,81,65,89.4,1626,8.3,,0.0,3.0,2.4,0.8,64,88,100.0
103888,7,24,117,62.6,1204,3.0,2.9,5.1,2.9,2.0,4.0,120,65,77.1
103889,44,6,12,17.2,332,4.7,3.1,7.0,2.2,3.1,1.1,31,63,79.7
103890,58,27,107,70.6,1358,8.7,3.9,5.4,1.6,1.0,0.3,102,159,90.8
103891,131,68,46,85.4,1572,0.5,2.0,2.9,5.7,0.4,4.9,132,42,62.1
103892,103,66,8,63.4,1136,8.9,2.5,7.7,1.9,1.8,2.0,30,200,82.9
103893,156,19,62,67.4,1310,2.2,1.3,7.1,0.4,2.6,0.7,150,231,81.8
103894,156,82,33,93.6,1708,6.8,2.7,3.5,1.0,2.8,5.0,80,86,100.0
103895,97,10,80,57.4,1128,5.8,1.9,4.6,5.1,3.0,4.6,75,36,76.7
103896,155,66,90,106.6,2000,5.5,1.8,7.7,3.5,,4.1,141,216,70.8
103897,78,86,28,78.4,1396,8.6,3.4,7.9,4.7,1.2,5.5,45,88,65.7
103898,123,6,36,42.6,840,1.0,0.2,3.6,4.9,,2.9,105,140,74.5
103899,171,22,42,64.2,1240,3.5,3.5,6.8,4.9,0.4,0.8,53,145,56.5
103900,3,60,85,70.6,1292,5.4,3.4,2.4,3.3,1.0,0.4,163,80,87.7
103901,89,70,114,105.4,1968,8.1,2.0,3.0,1.1,3.7,1.9,153,32,100.0
103902,103,33,63,65.6,1246,2.2,2.0,1.3,0.9,1.4,0.5,129,184,98.9
103903,136,18,23,47.2,908,8.0,1.4,1.7,3.4,2.5,3.2,91,235,99.7
103904,118,57,70,85.8,1602,4.0,4.0,5.3,2.2,,0.1,172,83,80.6
103905,132,8,33,44.4,872,1.9,0.4,4.1,3.3,2.5,2.7,75,123,78.4
103906,55,47,47,58.0,1066,7.6,2.4,1.8,3.0,1.7,1.1,102,221,98.1
103907,95,81,11,72.0,1278,0.9,2.7,3.2,3.6,5.0,2.2,166,63,86.0
103908,177,40,22,68.2,1284,5.1,3.7,3.0,0.2,1.8,4.1,112,52,100.0
103909,74,47,78,74.2,1390,0.6,3.1,7.9,0.2,3.1,2.1,174,77,77.9
103910,142,44,96,93.2,1776,3.6,2.6,6.8,4.3,4.4,2.0,152,84,71.7
103911,31,24,120,68.6,1324,6.0,0.5,3.1,1.2,3.2,5.9,45,46,100.0
103912,27,77,12,56.4,974,5.6,1.5,7.3,3.9,2.8,4.3,177,108,70.9
103913,21,24,86,53.0,1012,4.0,0.6,2.7,3.3,2.8,3.1,97,91,89.1
103914,16,18,101,54.4,1052,4.3,3.5,5.3,5.9,2.5,3.5,116,154,65.4
103915,58,38,95,72.4,1372,2.3,3.0,7.7,5.0,4.0,3.7,94,90,60.8
103916,89,78,44,82.2,1488,4.6,3.0,3.1,2.5,0.3,0.1,135,218,85.2
103917,105,79,113,113.6,2114,9.5,2.6,5.4,3.7,4.4,0.5,89,73,92.1
103918,25,26,98,59.8,1144,8.5,2.0,2.4,0.7,2.9,3.9,175,100,100.0
103919,24,73,64,74.2,1338,1.5,0.6,2.1,2.3,4.2,2.2,55,154,95.7
103920,137,62,46,83.0,1536,0.3,1.3,4.6,4.4,0.1,0.3,68,157,60.5
103921,44,67,57,71.8,1302,9.3,0.5,7.8,3.7,4.3,1.8,72,32,81.8
103922,82,18,108,70.4,1372,5.3,2.9,3.6,2.9,0.6,0.8,149,230,83.5
103923,10,27,4,19.8,342,5.4,0.6,7.5,1.1,3.6,5.5,99,96,86.1
103924,180,84,120,134.4,2520,7.8,,7.3,4.8,2.1,1.2,90,141,68.7
103925,103,77,76,97.2,1790,3.1,2.8,2.0,1.6,3.4,0.9,40,128,100.0
103926,67,32,117,79.4,1524,4.8,1.8,3.2,4.9,3.1,3.8,54,165,81.6
103927,94,9,4,25.8,498,9.7,0.5,5.1,3.7,0.8,3.1,105,183,82.9
103928,155,82,59,103.8,1912,6.7,1.3,4.1,2.2,,3.5,134,149,93.8
103929,64,29,95,68.2,1306,1.5,1.3,0.8,0.2,1.4,2.6,41,172,100.0
103930,48,21,114,67.8,1314,1.3,2.8,7.9,1.4,2.8,2.8,153,162,72.4
103931,174,2,20,44.0,876,2.0,0.5,6.0,5.3,3.7,4.7,139,170,64.6
103932,51,81,23,68.0,1198,7.7,3.3,3.5,4.9,0.4,1.3,58,236,78.1
103933,101,74,17,71.4,1280,3.0,3.0,4.9,3.4,2.6,2.4,62,132,77.2
103934,56,47,20,47.4,854,0.2,0.7,0.7,2.8,3.1,5.7,172,169,92.9
103935,46,1,53,31.0,618,9.4,2.9,4.0,3.9,1.5,1.1,165,92,87.8
103936,158,75,9,80.2,1454,1.7,2.7,7.4,2.8,4.8,1.8,60,165,74.2
103937,173,53,23,75.6,1406,0.1,3.0,7.2,3.9,2.6,1.1,147,231,59.7
103938,25,5,103,49.2,974,2.4,0.8,2.7,1.8,0.9,0.1,137,63,87.7
103939,113,39,110,90.0,1722,2.4,0.6,4.3,5.0,0.5,1.6,54,229,64.1
103940,4,1,84,35.0,698,4.2,0.9,5.6,4.2,2.7,0.3,43,51,73.1
103941,83,72,88,95.0,1756,9.2,1.5,2.7,2.0,1.9,0.9,123,79,100.0
103942,51,1,115,56.8,1134,8.8,3.2,0.5,5.0,1.0,2.2,59,169,93.6
103943,104,73,59,88.2,1618,4.6,3.0,4.0,2.9,0.2,0.1,106,179,79.3
103944,53,54,56,65.4,1200,4.1,3.7,4.8,1.0,2.8,4.5,48,120,92.4
103945,160,71,22,83.4,1526,5.6,0.2,0.0,0.5,3.0,4.8,157,215,100.0
103946,177,59,21,79.2,1466,2.4,0.0,0.8,4.2,0.7,2.5,98,111,82.7
103947,165,5,67,62.8,1246,0.5,2.8,1.7,5.2,3.0,5.9,157,48,77.2
103948,154,18,33,54.8,1060,9.4,1.1,2.8,4.8,4.8,4.1,83,152,98.0
103949,14,26,119,66.0,1268,1.9,1.3,4.3,3.9,4.9,4.5,136,162,81.8
103950,60,0,69,39.6,792,2.0,2.2,2.4,0.8,4.4,1.2,176,45,100.0
103951,121,32,27,54.2,1020,,0.4,2.2,0.6,4.0,5.0,117,142,100.0
103952,20,39,94,65.0,1222,4.9,2.6,7.0,2.1,1.0,5.7,165,198,74.3
103953,45,31,98,66.8,1274,,1.3,1.2,5.1,0.8,1.4,149,231,72.5
103954,133,68,38,82.6,1516,1.5,2.5,4.0,5.8,2.2,4.1,172,48,64.6
103955,37,16,41,33.4,636,,3.3,7.6,1.4,3.1,4.5,104,137,79.5
103956,61,7,22,25.2,490,6.8,0.7,5.0,4.6,4.3,1.8,70,222,83.5
103957,85,56,69,78.2,1452,2.3,3.7,5.7,3.4,1.2,2.9,114,51,68.4
103958,77,41,79,71.6,1350,4.2,2.1,3.4,0.2,2.4,0.6,41,174,100.0
103959,45,8,1,14.2,268,5.6,3.7,0.2,3.3,3.2,1.0,28,64,100.0
103960,140,86,23,88.8,1604,8.9,0.8,5.2,4.8,2.2,0.4,110,196,79.6
103961,2,34,16,27.2,476,3.3,2.4,5.1,1.7,2.3,3.4,108,102,84.6
103962,5,70,108,86.2,1584,1.3,1.6,0.9,5.4,1.1,3.8,108,84,75.3
103963,92,78,64,90.8,1660,4.9,3.1,3.7,1.4,4.9,5.5,93,162,100.0
103964,7,52,69,60.2,1100,7.5,2.4,7.3,0.5,2.4,3.3,113,102,90.5
103965,171,53,68,93.2,1758,1.1,2.0,1.6,1.0,2.7,1.6,142,144,98.9
103966,107,83,120,119.2,2218,4.2,3.7,3.7,5.0,1.1,0.4,151,40,71.9
103967,160,24,108,89.6,1744,0.2,1.5,3.7,2.5,2.6,5.3,168,107,80.9
103968,74,66,59,78.0,1428,0.3,0.9,6.5,4.8,1.3,2.9,143,139,54.5
103969,76,61,118,99.0,1858,4.8,2.4,6.6,3.2,1.0,4.4,49,197,70.2
103970,49,54,49,61.8,1128,3.0,2.5,6.1,2.9,1.4,0.1,62,245,71.3
103971,10,45,92,65.8,1226,,1.8,2.9,4.8,0.0,2.9,21,113,81.4
103972,94,23,11,37.0,694,6.0,1.9,0.6,2.5,2.9,2.0,106,126,100.0
103973,155,45,102,98.8,1886,4.5,3.8,2.8,4.8,1.9,0.2,178,161,79.5
103974,69,21,46,44.8,854,4.1,2.9,5.4,0.6,4.5,4.7,151,156,97.1
103975,168,10,66,66.0,1300,5.0,0.4,5.6,3.8,0.2,3.1,66,109,69.2
103976,15,47,111,75.6,1418,0.4,0.8,7.7,4.2,0.2,2.0,103,246,49.6
103977,67,7,64,43.2,850,8.9,3.9,3.6,5.4,4.4,4.8,108,215,89.6
103978,98,38,26,52.8,980,10.0,2.9,5.1,1.3,0.6,2.7,64,222,94.9
103979,47,34,47,48.6,904,1.8,3.7,4.3,3.6,0.0,0.0,84,144,68.4
103980,63,48,87,76.2,1428,1.2,1.2,1.2,2.6,0.9,5.7,25,245,87.3
103981,89,45,61,69.2,1294,1.4,3.0,3.7,2.3,4.1,1.5,26,93,88.8
103982,75,37,43,54.4,1014,6.6,2.9,4.4,0.6,4.0,5.0,37,96,100.0
103983,138,7,18,39.0,766,6.6,1.2,7.6,0.8,,4.9,138,125,83.9
103984,100,53,58,75.0,1394,8.5,2.2,2.9,5.0,3.3,1.0,60,63,90.3
103985,88,36,7,42.0,768,7.5,2.5,7.8,4.5,2.5,2.8,126,142,68.8
103986,17,90,54,79.0,1400,4.5,1.9,4.3,2.3,4.5,0.2,88,118,93.8
103987,18,39,107,69.8,1318,6.1,3.3,1.9,5.0,0.3,2.1,44,215,80.5
103988,54,33,46,49.0,914,6.9,3.3,1.5,0.5,4.1,4.4,75,224,100.0
103989,101,78,1,67.4,1192,5.1,3.4,1.1,3.7,0.9,1.4,20,164,90.0
103990,117,16,93,70.2,1372,4.8,3.2,3.6,5.2,2.0,0.7,150,192,75.2
103991,153,32,93,87.0,1676,6.5,2.0,0.2,5.0,1.0,3.0,73,186,90.2
103992,133,46,112,99.0,1888,5.6,1.5,3.6,2.2,3.5,3.2,100,54,96.3
103993,3,51,38,46.4,826,6.4,3.3,7.9,4.5,3.4,4.1,179,57,68.9
103994,107,79,44,86.4,1570,6.1,2.0,5.4,2.6,2.7,4.6,149,245,85.7
103995,114,8,31,40.0,784,7.2,1.0,6.1,5.0,3.5,4.2,27,98,75.5
103996,28,32,64,50.4,944,6.4,2.0,1.0,3.2,3.2,5.1,128,184,100.0
103997,58,59,37,61.8,1118,,0.6,3.8,4.6,,1.3,72,231,83.9
103998,124,76,76,100.8,1864,6.8,2.8,2.3,0.5,1.2,3.4,63,105,100.0
103999,97,20,10,35.4,668,4.5,1.3,7.2,3.5,2.1,2.2,47,111,69.0
104000,16,57,9,41.0,706,,1.0,1.5,3.3,0.8,5.8,166,165,84.7
100001,102,26,70,64.0,1228,2.5,1.5,5.5,1.0,2.1,1.0,40,117,84.3
100002,179,52,82,99.8,1892,2.2,2.8,1.9,3.7,0.2,0.9,142,64,78.9
100003,92,86,56,92.4,1676,5.2,1.9,4.3,3.4,2.5,3.3,27,235,83.7
100004,14,87,119,102.6,1878,5.6,3.3,5.5,1.1,0.3,5.0,68,97,84.6
100005,106,72,92,101.2,1880,9.4,,3.6,5.9,4.4,1.6,144,134,88.1
100006,71,34,14,40.2,736,2.0,2.7,6.9,2.5,3.8,5.0,125,172,75.3
100007,20,50,98,73.2,1364,6.4,0.9,7.0,0.6,1.9,4.8,153,137,87.5
100008,102,83,110,114.2,2118,8.2,3.9,3.8,0.7,3.2,3.5,100,214,100.0
100009,121,36,100,85.8,1644,5.6,3.4,7.8,3.5,0.6,3.9,123,180,64.3
100010,74,80,118,110.0,2040,2.6,3.2,0.6,5.9,3.5,0.2,128,240,83.8
100011,87,56,75,81.0,1508,2.6,1.3,0.0,3.4,4.1,2.2,144,107,100.0
100012,116,7,29,39.0,766,0.4,2.1,3.0,5.7,4.1,1.6,111,248,72.6
100013,99,78,19,74.2,1328,3.1,0.5,4.8,2.7,1.4,0.9,140,154,77.7
100014,103,19,36,46.4,890,7.4,2.2,5.0,2.6,1.3,2.3,130,131,85.7
100015,151,52,2,62.2,1140,0.5,0.6,3.8,3.0,2.6,2.1,42,243,78.6
100016,130,11,72,61.4,1206,2.2,2.2,1.0,4.2,4.8,4.4,178,168,93.8
100017,149,48,40,74.6,1396,7.1,2.6,1.4,2.2,4.6,3.6,129,161,100.0
100018,52,16,38,35.2,672,7.8,1.6,6.8,5.2,1.8,5.5,94,215,67.8
100019,1,63,25,48.0,834,4.6,2.0,6.9,0.2,3.9,0.9,81,197,92.3
100020,87,41,1,42.4,766,7.0,3.5,5.4,2.6,,0.4,115,87,93.2
100021,157,28,22,57.0,1084,3.9,0.4,5.3,3.1,1.3,3.2,76,148,75.0
100022,37,18,22,27.0,504,1.6,3.2,4.8,3.6,4.2,0.0,121,117,78.6
100023,129,10,84,65.4,1288,4.0,0.7,1.6,1.7,1.3,4.7,89,151,97.0
100024,20,49,15,39.4,690,5.8,0.1,3.4,2.6,1.7,3.0,84,96,90.1
100025,160,70,8,77.2,1404,9.5,0.7,5.6,2.9,1.0,2.9,56,67,85.1
100026,57,57,12,50.4,894,0.7,3.1,4.3,4.1,2.5,2.2,87,159,71.2
100027,21,33,27,34.8,630,5.1,1.6,0.1,4.6,4.2,2.2,94,116,99.4
100028,88,19,26,39.4,750,3.3,3.5,7.6,4.4,2.6,2.6,36,69,62.0
100029,48,49,50,59.0,1082,5.1,2.1,6.8,2.0,0.6,0.1,154,241,74.8
100030,58,87,63,89.0,1606,0.2,0.1,2.1,6.0,1.3,0.5,71,85,65.9
100031,169,9,51,59.6,1174,3.1,2.9,4.9,5.1,2.8,3.0,149,229,69.5
100032,14,31,80,53.4,1006,8.2,0.4,7.4,1.6,2.9,0.9,56,64,87.5
100033,174,51,37,80.2,1502,5.5,3.2,0.8,1.2,2.9,4.7,76,78,100.0
100034,50,14,99,58.0,1132,4.5,0.7,4.0,1.9,0.4,1.6,120,136,84.7
100035,107,83,64,96.8,1770,2.9,1.4,3.6,2.7,3.8,0.6,29,224,89.3
100036,54,2,17,18.8,372,3.0,3.0,3.3,5.1,4.5,1.4,100,125,80.8
100037,63,36,62,59.0,1108,3.8,3.8,6.7,4.7,2.6,2.1,109,151,65.1
100038,130,39,50,69.4,1310,8.4,1.5,3.0,5.1,3.6,0.2,152,124,90.1
100039,50,71,8,55.8,974,9.7,3.3,0.5,1.6,4.6,0.9,152,201,100.0
100040,134,39,12,55.0,1022,4.4,,0.5,3.6,3.2,1.9,139,60,98.4
100041,20,55,39,52.6,942,3.9,3.2,0.3,1.7,,1.9,121,154,100.0
100042,72,22,54,49.2,940,8.5,2.6,3.3,0.7,3.6,4.8,46,222,100.0
100043,166,10,108,82.4,1628,4.3,0.8,5.7,4.1,,5.1,24,105,69.2
100044,17,63,78,72.4,1322,5.5,1.2,1.6,0.9,2.9,1.2,80,155,100.0
100045,131,7,42,47.2,930,2.3,0.5,5.2,4.0,4.2,0.7,155,175,76.4
100046,88,55,43,67.8,1246,7.4,1.5,5.5,3.9,1.5,3.8,178,117,77.8
100047,59,59,109,90.8,1698,5.3,0.8,2.0,4.9,4.5,4.8,116,65,91.6
100048,13,9,67,34.8,678,8.1,2.6,4.8,0.8,3.1,5.8,168,219,100.0
100049,8,38,32,37.2,668,7.8,4.0,5.5,4.7,2.1,0.0,40,186,76.4
100050,89,27,23,43.2,810,2.2,0.0,3.7,6.0,3.1,2.5,70,246,68.9
100051,52,48,35,53.2,968,7.2,2.2,2.7,5.1,2.0,4.4,98,180,84.1
100052,129,35,114,92.4,1778,8.0,2.3,5.0,4.5,4.2,5.0,78,32,86.1
100053,83,12,104,65.4,1284,3.5,3.7,7.8,4.0,2.4,0.4,21,59,63.0
100054,91,35,9,42.8,786,1.7,2.0,3.4,2.5,4.5,4.1,177,238,90.8
100055,110,25,99,76.6,1482,0.0,2.2,3.1,4.4,2.5,1.7,77,74,73.1
100056,171,85,19,92.8,1686,4.5,1.9,3.7,4.3,3.3,0.4,39,206,82.6
100057,7,3,104,44.8,890,3.5,1.1,0.6,3.8,5.0,2.9,176,142,100.0
